rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,subfamily
wfo-1200023016,2864638,Fabaceae,Indigofera,roxburghii,,Indigofera roxburghii,J.St.-Hil.,Species,Unplaced,,2863481,,Mém. Indig.: 9 (1826),,India,ipni:499933-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499933-1,,,28568,,,,,
wfo-0000191537,2863581,Fabaceae,Indigofera,aristata,,Indigofera aristata,Spreng.,Species,Unplaced,,2863481,,"Syst. Veg., ed. 16. 3: 273 (1826)",,S. Africa,ipni:498994-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498994-1,,,28719,,,,,
wfo-0000512409,2611139,Fabaceae,Acacia,adpressa,,Acacia adpressa,Jacques,Species,Unplaced,,2611079,,"Ann. Fl. Pomone, sér. 2, 2: 148 (1844)",,,ipni:56674-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:56674-3,,,28778,,,,,
wfo-0001383016,2604063,Fabaceae,Crotalaria,assamica,philippinensis,Crotalaria assamica var. philippinensis,Adema,Variety,Unplaced,,2743283,,Blumea 51: 310 (2006),,Philippines,ipni:77076713-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77076713-1,,,28867,,,,,
wfo-0000570381,2681361,Fabaceae,Brachysema,hybrida,,Brachysema × hybrida,Paxton,Species,Unplaced,,2681353,,Paxton's Mag. Bot. 9: 71 (1842),,,ipni:70982-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70982-3,,,28981,,,,,
wfo-0001053683,2863936,Fabaceae,Indigofera,elongata,,Indigofera elongata,G.Don,Species,Unplaced,,2863481,,Gen. Hist. 2: 206 (1832),,Trop. Africa,ipni:499299-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499299-1,,,29069,,,,,
wfo-1200022245,2660067,Fabaceae,Astragalus,intermedius,,Astragalus intermedius,Host,Species,Unplaced,,2657136,,Fl. Austriaca 2: 361 (1831),,Austria,ipni:477960-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:477960-1,,,29082,,,,,
wfo-1200041824,3292097,Fabaceae,Indigofera,inconspicua,,Indigofera inconspicua,Schult.,Species,Unplaced,,2863481,,Observ. Bot.: 154 (1809),,,ipni:77248801-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77248801-1,,,29438,,,,,
wfo-0000211307,2655808,Fabaceae,Aspalathus,lotiflora,,Aspalathus × lotiflora,R.Dahlgren,Species,Unplaced,,2655447,,Bot. Not. 115: 469 (1962),,Cape Prov.,ipni:475653-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:475653-1,,,29456,,,,,
wfo-0000538753,2641955,Fabaceae,Anthyllis,densifolia,,Anthyllis densifolia,Formánek,Species,Unplaced,,2641894,,Verh. Naturf. Vereins Brünn 32: 209 (1893 publ. 1894),,NW. Balkan Pen.,ipni:474676-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474676-1,,,29542,,,,,
wfo-0000716681,2840957,Fabaceae,Hedysarum,ahilum,,Hedysarum ahilum,Parsa,Species,Unplaced,,2840943,,Fl. Iran 9: 132 (1966),,Iran,ipni:497440-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:497440-1,,,29658,,,,,
wfo-0000636602,2754992,Fabaceae,Cytisus,visianii,,Cytisus visianii,H.Lindb.,Species,Unplaced,,2754521,,Iter Austro-Hung.: 51 (1906),,,ipni:490044-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490044-1,,,29716,,,,,
wfo-0000553427,2658881,Fabaceae,Astragalus,desertorum,,Astragalus desertorum,Lehm. ex Spreng.,Species,Unplaced,,2657136,,"Syst. Veg., ed. 16. 3: 300 (1826)",,,ipni:477121-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:477121-1,,,29719,,,,,
wfo-0000538734,2641920,Fabaceae,Anthyllis,baltica,,Anthyllis × baltica,Juz. ex Z.V.Klochkova,Species,Unplaced,,2641894,,Novosti Sist. Vyssh. Rast. 14: 152 (1977),,E. Europe,ipni:474644-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474644-1,,,29738,,,,,
wfo-0001053989,2611182,Fabaceae,Acacia,ambigua,,Acacia ambigua,Hoffmanns.,Species,Unplaced,,2611079,,"Verz. Pfl.-Kult., Nachtr. 3: 15 (1828)",,,ipni:469688-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469688-1,,,29757,,,,,
wfo-0000731479,2864594,Fabaceae,Indigofera,purpurea,,Indigofera purpurea,Page ex Steud.,Species,Unplaced,,2863481,,"Nomencl. Bot., ed. 2, 1: 808 (1840)",", nom. nud.",S. Africa,ipni:499887-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499887-1,,,29780,,,,,
wfo-0001329743,2929918,Fabaceae,Cytisus,pentagonus,,Cytisus pentagonus,Webb ex Delile,Species,Unplaced,,2754521,,"Index Seminum (MPU, Monspeliensis) 1836: 23 (1837)",,Canary Is.,ipni:60461851-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60461851-2,,,29900,,,,,
wfo-1000038837,2614282,Fabaceae,Acacia,virgata,,Acacia virgata,Raf.,Species,Unplaced,,2611079,,Fl. Ludov.: 136 (1817),,U.S.A.,ipni:471766-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471766-1,,,29915,,,,,
wfo-0000599553,2715557,Fabaceae,Chamaefistula,tolimensis,,Chamaefistula tolimensis,Britton & Rose,Species,Unplaced,,2715477,,Ann. New York Acad. Sci. 35: 175 (1936),,http://plants.jstor.org/specimen/us00001789?history=true,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2715557-4,,,29941,,,,,
wfo-0000572894,2684292,Fabaceae,Brya,parviflora,,Brya parviflora,(Spreng.) DC.,Species,Synonym,2633564,,2633564,Prodr. 2: 421 (1825),,,ipni:482457-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:482457-1,,wfo-1000038886,29992,,,,,
wfo-1200022306,2661452,Fabaceae,Astragalus,nitens,,Astragalus nitens,Host,Species,Unplaced,,2657136,,Fl. Austriaca 2: 362 (1831),,Austria,ipni:478872-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:478872-1,,,30277,,,,,
wfo-0000553123,2657687,Fabaceae,Astragalus,astragatus,,Astragalus astragatus,Sessé & Moc.,Species,Unplaced,,2657136,,"Fl. Mexic., ed. 2: 169 (1894)",,Mexico,ipni:24499-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24499-2,,,30302,,,,,
wfo-1200022517,2728069,Fabaceae,Clitoria,pedunculata,,Clitoria pedunculata,Micheli,Species,Unplaced,,2727924,,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1875: 77 (1876),", nom. illeg.",Brazil,ipni:486571-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:486571-1,,,30499,,,,,
wfo-0000538757,2641963,Fabaceae,Anthyllis,dinarica,,Anthyllis dinarica,Beck,Species,Unplaced,,2641894,,Ann. K. K. Naturhist. Hofmus. 6: 341 (1891),,NW. Balkan Pen.,ipni:474680-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474680-1,,,30630,,,,,
wfo-1000038841,2621308,Fabaceae,Adenanthera,bicolor,,Adenanthera bicolor,Moon,Species,Unplaced,,2621303,,Cat. Pl. Ceylon: 34 (1824),,Maluku,ipni:472145-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472145-1,,,30658,,,,,
wfo-0000636397,2754568,Fabaceae,Cytisus,aurantiacus,,Cytisus aurantiacus,Regel,Species,Unplaced,,2754521,,Cat. Pl. Hort. Aksakov.: 46 (1860),,,ipni:489636-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489636-1,,,31033,,,,,
wfo-0000626779,2744728,Fabaceae,Crotalaria,turgida,,Crotalaria turgida,Loisel.,Species,Unplaced,,2743186,,Herb. Amateur Fleurs 1: t. 238 (1828),,,ipni:489002-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489002-1,,,31053,,,,,
wfo-0000731465,2864531,Fabaceae,Indigofera,plumosa,,Indigofera plumosa,Spreng.,Species,Unplaced,,2863481,,"Syst. Veg., ed. 16. 3: 278 (1826)",,,ipni:499830-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499830-1,,,31126,,,,,
wfo-1200022003,2613523,Fabaceae,Acacia,pubescens,,Acacia pubescens,Schltdl.,Species,Unplaced,,2611079,,Linnaea 12: 563 (1838),", nom. illeg.",Mexico,ipni:471250-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471250-1,,,31248,,,,,
wfo-0000512695,2612713,Fabaceae,Acacia,lasiopus,,Acacia lasiopus,Mart. ex Colla,Species,Unplaced,,2611079,,Herb. Pedem. 2: 267 (1834),,Brazil,ipni:470695-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470695-1,,,31270,,,,,
wfo-0001448646,3240276,Fabaceae,Euchilus,calycinus,calycinus,Euchilus calycinus subsp. calycinus,,Subspecies,Accepted,3240276,2802595,,Unknown,,S. Western Australia,ipni:77213993-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77213993-1,wfo-0000188264,,31291,,,,,
wfo-0000671141,2792388,Fabaceae,Eremosparton,schumannii,,Eremosparton schumannii,Kuntze,Species,Unplaced,,2792384,,Trudy Imp. S.-Peterburgsk. Bot. Sada 10: 184 (1887),,http://plants.jstor.org/specimen/ny00007838?history=true,ipni:493954-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493954-1,,,31376,,,,,
wfo-0000173647,2864448,Fabaceae,Indigofera,orthocarpa,,Indigofera orthocarpa,C.Presl,Species,Unplaced,,2863481,,"Abh. Königl. Böhm. Ges. Wiss., ser. 5, 3: 486 (1845)",,C. America,ipni:499763-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499763-1,,,31594,,,,,
wfo-1200021923,2611158,Fabaceae,Acacia,alba,,Acacia alba,de Vriese,Species,Unplaced,,2611079,,"F.A.W.Miquel, Pl. Jungh.: 270 (1852)",", nom. illeg.",,ipni:469668-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469668-1,,,31775,,,,,
wfo-0000191430,2611570,Fabaceae,Acacia,callicoma,,Acacia callicoma,Meisn.,Species,Unplaced,,2611079,,London J. Bot. 2: 104 (1843),,http://plants.jstor.org/flora/flosa0001100389000-1,ipni:469917-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469917-1,,,31883,,,,,
wfo-0000512600,2612218,Fabaceae,Acacia,flaccida,,Acacia flaccida,Spreng.,Species,Unplaced,,2611079,,"Syst. Veg., ed. 16. 3: 137 (1826)",,Brazil,ipni:470333-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470333-1,,,31951,,,,,
wfo-0000675832,2797228,Fabaceae,Eriosema,uniflorum,,Eriosema uniflorum,Burtt Davy,Species,Unplaced,,2796927,,Man. Pl. Transvaal 2: 413 (1932),", nom. nud.",S. Africa,ipni:494196-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494196-1,,,32120,,,,,
wfo-1200021917,2606812,Fabaceae,Crotalaria,variegata,,Crotalaria variegata,Shecut,Species,Unplaced,,2743186,,Fl. Carol.: 468 (1806),,Jamaica,ipni:60448694-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60448694-2,,,32121,,,,,
wfo-0001057720,2799058,Fabaceae,Ervum,tetraphyllum,,Ervum tetraphyllum,Vell.,Species,Unplaced,,2798922,,"Fl. Flumin. 7: 315, t. 139 (1829)",,Brazil,ipni:494321-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494321-1,,,32128,,,,,
wfo-0000538819,2642100,Fabaceae,Anthyllis,variicolor,,Anthyllis variicolor,Jeanj.,Species,Unplaced,,2641894,,Monde Pl. 30(177): 4 (1929),,Pyrenees,ipni:474791-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474791-1,,,32267,,,,,
wfo-0000177261,2762481,Fabaceae,Desmodium,linearifolium,,Desmodium linearifolium,G.Don,Species,Unplaced,,2762072,,Gen. Hist. 2: 294 (1832),", nom. illeg.",W. Trop. Africa,ipni:491876-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:491876-1,,,32364,,,,,
wfo-0000624471,2741118,Fabaceae,Cracca,splendens,,Cracca splendens,Monicot & Miégev.,Species,Unplaced,,2740844,,Bull. Soc. Bot. France 38: xxxiii (1891),,France,ipni:487644-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487644-1,,,32406,,,,,
wfo-0000731717,2865605,Fabaceae,Inga,poissoniana,,Inga poissoniana,Glaz.,Species,Unplaced,,2864988,,Mém. Soc. Bot. France 3: 194 (1906),", opus utique oppr.",Brazil,ipni:500708-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500708-1,,,32908,,,,,
wfo-0000636434,2754639,Fabaceae,Cytisus,corniculatus,,Cytisus corniculatus,Gueldenst. ex Ledeb.,Species,Unplaced,,2754521,,Fl. Ross. 1: 521 (1843),,,ipni:489703-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489703-1,,,33030,,,,,
wfo-0000203291,2611868,Fabaceae,Acacia,dampieri,,Acacia dampieri,Jacques,Species,Unplaced,,2611079,,Ann. Fl. Pomone 6: 45 (1837),,Australia,ipni:62441-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:62441-3,,,33033,,,,,
wfo-0000578461,2689873,Fabaceae,Caesalpinia,flexipetala,,Caesalpinia flexipetala,Ravenna,Species,Unplaced,,2689726,,Onira 7: 4 (2002),,Paraguay,ipni:322387-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322387-2,,,33108,,,,,
wfo-0000412106,2439895,Fabaceae,Trifolium,calycinum,,Trifolium calycinum,(C.Presl) Steud.,Species,Synonym,2634064,,2634064,"Nomencl. Bot., ed. 2, 2: 705 (1841)",,,ipni:522974-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522974-1,,wfo-0000531322,33209,,,,,
wfo-1200022370,2663401,Fabaceae,Astragalus,tomentosus,,Astragalus tomentosus,Sessé & Moc.,Species,Unplaced,,2657136,,"Naturaleza (Mexico City), ser. 2, 1(App.): 119 (1890)",", nom. illeg.",Mexico,ipni:25725-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25725-2,,,33405,,,,,
wfo-0000554118,2661470,Fabaceae,Astragalus,nodiflorus,,Astragalus nodiflorus,Steven,Species,Unplaced,,2657136,,Bull. Soc. Imp. Naturalistes Moscou 29(II): 147 (1856),,Transcaucasus,ipni:478885-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:478885-1,,,33643,,,,,
wfo-0000512819,2613359,Fabaceae,Acacia,personioides,,Acacia personioides,Aiton ex Steud.,Species,Unplaced,,2611079,,"Nomencl. Bot., ed. 2, 1: 7 (1840)",", not validly publ.",Australia,ipni:471130-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471130-1,,,33651,,,,,
wfo-0001417532,2841595,Fabaceae,Hedysarum,procumbens,,Hedysarum procumbens,Sessé & Moc.,Species,Unplaced,,2840943,,"Naturaleza (Mexico City), ser. 2, 1(App.): 123 (1890)",", nom. illeg.",Mexico (Morelos),ipni:118539-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:118539-2,,,33682,,,,,
wfo-0000653295,2774316,Fabaceae,Dolichos,eminiana,,Dolichos eminiana,Taub.,Species,Unplaced,,2774202,,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 3(3): 383 (1894)",", not validly publ.",Malawi,ipni:493001-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493001-1,,,33703,,,,,
wfo-0001053495,2774601,Fabaceae,Dolichos,tomentosus,,Dolichos tomentosus,Raf.,Species,Unplaced,,2774202,,Fl. Ludov.: 103 (1817),,,ipni:493274-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493274-1,,,33711,,,,,
wfo-0000554146,2661585,Fabaceae,Astragalus,oligophylloides,,Astragalus oligophylloides,Grossh.,Species,Unplaced,,2657136,,Fl. Kavkaza 2: 320 (1930),,Daghestan,ipni:478963-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:478963-1,,,33790,,,,,
wfo-0000589116,2702866,Fabaceae,Cassia,carringtoniana,,Cassia carringtoniana,Torre,Species,Unplaced,,2702576,,Trab. Centro Bot. Junta Invest. Ultramar 1(9): 13 (1962),,Angola,ipni:484289-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:484289-1,,,33838,,,,,
wfo-0000508916,2606811,Fabaceae,Crotalaria,ternata,,Crotalaria ternata,Shecut,Species,Unplaced,,2743186,,Fl. Carol.: 468 (1806),,,ipni:60448695-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60448695-2,,,33904,,,,,
wfo-1200022002,2613522,Fabaceae,Acacia,pubescens,,Acacia pubescens,Spin,Species,Unplaced,,2611079,,"Jard. St. Sebastien, ed. 3: 27 (1818)",", nom. illeg.",Australia,ipni:77374-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77374-3,,,33913,,,,,
wfo-0000677631,2798984,Fabaceae,Ervum,kurdistanum,,Ervum kurdistanum,Alef.,Species,Unplaced,,2798922,,Oesterr. Bot. Z. 9: 364 (1859),,Iraq,ipni:494262-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494262-1,,,34145,,,,,
wfo-0000679563,2801042,Fabaceae,Erythrina,sykesii,,Erythrina × sykesii,Barneby & Krukoff,Species,Artificial Hybrid,2801042,2800760,,Lloydia 37: 447 (1974),,,ipni:494604-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:494604-1,,wfo-0000679563,34300,,,,,
wfo-0000538822,2642103,Fabaceae,Anthyllis,visciflora,,Anthyllis visciflora,L.f.,Species,Unplaced,,2641894,,Suppl. Pl.: 335 (1782),,http://plants.jstor.org/specimen/linn-hl897-11?history=true,ipni:474793-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:474793-1,,,34334,,,,,
wfo-0000637046,2755656,Fabaceae,Dalbergia,japonica,,Dalbergia japonica,G.Don,Species,Unplaced,,2755401,,Gen. Hist. 2: 375 (1832),,Japan,ipni:490276-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490276-1,,,34399,,,,,
,3287389,Fabaceae,Anthyllis,vulneraria,tricolor,Anthyllis vulneraria subproles tricolor,(Vuk.) Sagorski,subproles,Synonym,2642130,,2642096,Allg. Bot. Z. Syst. 14: 132 (1908),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287389-4,,wfo-0000183391,34444,,,,,
wfo-0000704351,2827237,Fabaceae,Glycine,backhouseana,,Glycine backhouseana,Lem.,Species,Unplaced,,3223627,,Hort. Vanhoutt. 1(2): 39 (1846),,,ipni:496666-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496666-1,,,34469,,,,,
wfo-0000638389,2757880,Fabaceae,Daubentonia,versicolor,,Daubentonia versicolor,C.Huber,Species,Unplaced,,2757871,,Nursery Cat. (Charles Huber Bros. and Co.) 1865(Cat. Gén.): 4 (1865),,,ipni:928094-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:928094-1,,,34494,,,,,
wfo-0000512786,2613194,Fabaceae,Acacia,octandra,,Acacia octandra,Jacques,Species,Unplaced,,2611079,,Ann. Fl. Pomone 6: 164 (1838),,India,ipni:1015300-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1015300-1,,,34669,,,,,
,3287668,Fabaceae,Anthyllis,vulneraria,herzegovina,Anthyllis vulneraria subproles herzegovina,Sagorski,subproles,Synonym,2642187,,,Allg. Bot. Z. Syst. 14: 172 (1908),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287668-4,,wfo-0000185092,34703,,,,,
wfo-0000188203,2336047,Fabaceae,Kennedia,exaltata,,Kennedia exaltata,F.M.Bailey,Species,Unplaced,,2336059,,Queensland Agric. J. 1: 79 (1897),,Queensland,ipni:501183-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501183-1,,,34890,,,,,
wfo-0000626568,2743484,Fabaceae,Crotalaria,ctenoides,,Crotalaria ctenoides,Klotzsch,Species,Unplaced,,2743186,,"W.C.H.Peters, Naturw. Reise Mossambique 6(Bot., 1): 59 (1861)",,Mozambique,ipni:487993-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487993-1,,,35077,,,,,
,3287669,Fabaceae,Anthyllis,vulneraria,spruneri,Anthyllis vulneraria subproles spruneri,(Boiss.) Sagorski,subproles,Synonym,2642187,,2642194,Allg. Bot. Z. Syst. 14: 173 (1908),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287669-4,,wfo-0000185092,35095,,,,,
wfo-1000002812,3270652,Fabaceae,Bauhinia,rhododendriflora,,Bauhinia rhododendriflora,Griff.,Species,Unplaced,,2671275,,J. Trav.: 77 (1847),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3270652-4,,,35104,,,,,
wfo-0000508913,2606805,Fabaceae,Crotalaria,asiatica,,Crotalaria asiatica,Shecut,Species,Unplaced,,2743186,,Fl. Carol.: 468 (1806),,,ipni:60448692-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60448692-2,,,35281,,,,,
wfo-0000589304,2703847,Fabaceae,Cassia,purgans,,Cassia purgans,Steud.,Species,Unplaced,,2702576,,"Nomencl. Bot., ed. 2, 1: 307 (1840)",,Chile,ipni:485107-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:485107-1,,,35291,,,,,
wfo-1000038872,2624965,Fabaceae,Afzelia,bijuga,,Afzelia bijuga,K.Schum.,Species,Unplaced,,2624953,,"K.M.Schumann & U.M.Hollrung, Fl. Kais. Wilh. Land: 100 (1889)",", nom. illeg.",New Guinea,ipni:473053-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473053-1,,,35299,,,,,
wfo-0000561615,2671872,Fabaceae,Bauhinia,montana,,Bauhinia montana,Lanza,Species,Unplaced,,2671275,,"Boll. Reale Orto Bot. Palermo, n.s., 2: 53 (1917)",,,ipni:481515-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481515-1,,,35572,,,,,
wfo-0001057676,2768374,Fabaceae,Dillwynia,drummondii,,Dillwynia drummondii,Van Houtte,Species,Unplaced,,2768353,,Gartenflora 12: 305 (1863),,Australia,ipni:492514-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:492514-1,,,35861,,,,,
wfo-0000731415,2864316,Fabaceae,Indigofera,mckinlayi,,Indigofera mckinlayi,F.Muell.,Species,Unplaced,,2863481,,Fragm. 5: 183 (1866),", nom. provis.",Australia,ipni:499637-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499637-1,,,35984,,,,,
wfo-0000642221,2762541,Fabaceae,Desmodium,neaei,,Desmodium neaei,DC.,Species,Unplaced,,2762072,,Prodr. 2: 338 (1825),,,ipni:491932-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:491932-1,,,35998,,,,,
wfo-1200022105,2657187,Fabaceae,Astragalus,acutifolius,,Astragalus acutifolius,Schleich.,Species,Unplaced,,2657136,,"Cat. Pl. Helv., ed. 4: 9 (1821)",,Europe,ipni:475945-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:475945-1,,,36092,,,,,
wfo-0000191542,2863649,Fabaceae,Indigofera,bijuga,,Indigofera bijuga,Vogel ex Walp.,Species,Unplaced,,2863481,,Linnaea 13: 523 (1840),,S. Africa,ipni:499047-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499047-1,,,36134,,,,,
wfo-0000723678,2851443,Fabaceae,Hippocrepis,fontanesii,,Hippocrepis fontanesii,Boiss.,Species,Unplaced,,2851388,,Elench. Pl. Nov.: 38 (1838),,Spain,ipni:498365-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498365-1,,,36179,,,,,
wfo-0000611952,2728127,Fabaceae,Clitoria,tristis,,Clitoria tristis,Ten.,Species,Unplaced,,2727924,,"Index Seminum (NAP, Neapolitano) 1833: 13 (1833)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2728127-4,,,36202,,,,,
wfo-1000049421,3305802,Fabaceae,Kennedia,longifolia,,Kennedia longifolia,Lesc.,Species,Unplaced,,2336059,,Hort. Franç. 5: 172 (1855),,,ipni:77321064-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77321064-1,,,36274,,,,,
wfo-0000554022,2661090,Fabaceae,Astragalus,microcarpus,,Astragalus microcarpus,DC.,Species,Unplaced,,2657136,,Astragalogia: 104 (1802),,Siberia,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2661090-4,,,36346,,,,,
wfo-0000203303,2612461,Fabaceae,Acacia,heteromalla,,Acacia heteromalla,Seem. ex Jacques,Species,Unplaced,,2611079,,Ann. Fl. Pomone 6: 45 (1837),,Australia,ipni:67552-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:67552-3,,,36428,,,,,
wfo-0000731248,2863646,Fabaceae,Indigofera,biflora,,Indigofera biflora,B.Heyne ex Roth,Species,Unplaced,,2863481,,Nov. Pl. Sp.: 358 (1821),,India,ipni:499044-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499044-1,,,36748,,,,,
wfo-0000208920,2650805,Fabaceae,Argyrolobium,lotoides,,Argyrolobium lotoides,Bunge ex Trautv.,Species,Unplaced,,2650716,,Trudy Imp. S.-Peterburgsk. Bot. Sada 2: 519 (1873),", nom. illeg.",Caucasus,ipni:475197-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:475197-1,,,36750,,,,,
wfo-0001443644,3243505,Fabaceae,Caragana,hamiensis,,Caragana hamiensis,Chang Y.Yang & N.Li,Species,Unplaced,,2698693,,Sylva Xinjiangensis: 366 (2012),", contrary to Art. 39.2. & 40.7. ICN (2018).",Xinjiang,ipni:77212586-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77212586-1,,,36786,,,,,
wfo-0000626722,2744449,Fabaceae,Crotalaria,rangei,,Crotalaria rangei,Harms,Species,Unplaced,,2743186,,Bot. Jahrb. Syst. 54: 383 (1917),,http://plants.jstor.org/specimen/sam0073340-0,ipni:488765-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:488765-1,,,36833,,,,,
wfo-0000589253,2703576,Fabaceae,Cassia,mornicola,,Cassia mornicola,Urb.,Species,Unplaced,,2702576,,Notizbl. Bot. Gart. Berlin-Dahlem 7: 496 (1921),,Haiti,ipni:48792-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:48792-2,,,36857,,,,,
wfo-1000065945,3313820,Fabaceae,Dorycnium,vuralii,,Dorycnium vuralii,"Karaman, B.Şahin & Aytaç",Species,Unplaced,,2775965,,Turk. J. Bot. 48: 122 (2024),,Türkiye,ipni:77343808-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77343808-1,,,36903,,,,,
